12,3
25,1
80,1
160,1
200,1
300,1
310,1
311,1
312,1
380,2
381,1
386,1
391,1
396,1
401,1
406,1
411,1
416,1
500,1
540,1
552,3
565,1
620,1
700,1
740,1
840,1
850,1
851,1
852,1
920,2
921,1
926,1
931,1
936,1
941,1
946,1
951,1
956,1
1040,1
1080,1
1092,3
1105,1
1160,1
1240,1
1280,1
1380,1
1390,1
1391,1
1392,1
1460,2
1461,1
1466,1
1471,1
1476,1
1481,1
1486,1
1491,1
1496,1
1580,1
1620,1
