0,0,0
1,0,96
2,0,96
3,0,96
4,0,96
5,0,96
6,0,128
7,0,128
8,0,128
9,0,128
10,0,128
11,0,160
12,96,160
13,96,160
14,96,160
15,96,160
16,96,192
17,96,192
18,96,192
19,96,192
20,96,192
21,96,224
22,96,224
23,96,224
24,96,224
25,128,224
26,128,256
27,128,256
28,128,256
29,128,256
30,128,256
31,128,288
32,128,288
33,128,288
34,128,288
35,128,288
36,128,320
37,128,320
38,128,320
39,128,320
40,128,320
41,128,320
42,128,320
43,128,320
44,128,320
45,128,320
46,128,320
47,128,320
48,128,320
49,128,320
50,128,320
51,128,320
52,128,320
53,128,320
54,128,320
55,128,320
56,128,320
57,128,320
58,128,320
59,128,320
60,128,320
61,128,320
62,128,320
63,128,320
64,128,320
65,128,320
66,128,320
67,128,320
68,128,320
69,128,320
70,128,320
71,128,320
72,128,320
73,128,320
74,128,320
75,128,320
76,128,320
77,128,320
78,128,320
79,128,320
80,160,320
81,160,320
82,160,320
83,160,320
84,160,320
85,160,320
86,160,320
87,160,320
88,160,320
89,160,320
90,160,320
91,160,320
92,160,320
93,160,320
94,160,320
95,160,320
96,160,352
97,160,352
98,160,352
99,160,352
100,160,352
101,160,384
102,160,384
103,160,384
104,160,384
105,160,384
106,160,416
107,160,416
108,160,416
109,160,416
110,160,416
111,160,416
112,160,416
113,160,416
114,160,416
115,160,416
116,160,448
117,160,448
118,160,448
119,160,448
120,160,448
121,160,448
122,160,448
123,160,448
124,160,448
125,160,448
126,160,448
127,160,448
128,160,448
129,160,448
130,160,448
131,160,448
132,160,448
133,160,448
134,160,448
135,160,448
136,160,448
137,160,448
138,160,448
139,160,448
140,160,448
141,160,448
142,160,448
143,160,448
144,160,448
145,160,448
146,160,448
147,160,448
148,160,448
149,160,448
150,160,448
151,160,448
152,160,448
153,160,448
154,160,448
155,160,448
156,160,448
157,160,448
158,160,448
159,160,448
160,192,448
161,192,448
162,192,448
163,192,448
164,192,448
165,192,448
166,192,448
167,192,448
168,192,448
169,192,448
170,192,448
171,192,448
172,192,480
173,192,480
174,192,480
175,192,480
176,192,480
177,192,480
178,192,480
179,192,480
180,192,480
181,192,480
182,192,480
183,192,480
184,192,480
185,192,512
186,192,512
187,192,512
188,192,512
189,192,512
190,192,512
191,192,512
192,192,512
193,192,512
194,192,512
195,192,512
196,192,512
197,192,512
198,192,512
199,192,512
200,224,512
201,224,512
202,224,512
203,224,512
204,224,512
205,224,512
206,224,512
207,224,512
208,224,512
209,224,512
210,224,512
211,224,512
212,224,512
213,224,512
214,224,512
215,224,512
216,224,512
217,224,512
218,224,512
219,224,512
220,224,512
221,224,512
222,224,512
223,224,512
224,224,512
225,224,512
226,224,512
227,224,512
228,224,512
229,224,512
