Bandwidth;88TFA;88SFA;88PMOO;61TFA;61SFA;61PMOO;41TFA;41SFA;41PMOO
0.0;0.2160099159801365;0.21404856350145154;0.2148477788333005;0.21379021106860346;0.21360443034291404;0.2136770966277241;0.21371768265696295;0.21359312854285648;0.21363672831373529
1.2851352289156626;0.22031712831917144;0.21420799428213538;0.21630435377399687;0.21810269425350545;0.21374748895702844;0.21492554583941334;0.21804143679737073;0.21373542370114246;0.21477387062086878
2.570270457831325;0.2246244435701811;0.21436750595886417;0.21776833819914584;0.22241535626724857;0.2138905661922652;0.21617410480231028;0.22236559453024154;0.2138777436001676;0.2159111114718686
3.8554056867469875;0.22893186270205698;0.21452709918324128;0.21923979280657196;0.2267281993703543;0.21403366207799884;0.21742277369300492;0.22669016357993652;0.2140200882753256;0.21704845100941358
5.14054091566265;0.23323938669599295;0.21468677461406344;0.22071877896592657;0.23104122586179818;0.21417677664366622;0.21867155268846644;0.23101515186966737;0.21416245776207798;0.21818588937645803
6.425676144578312;0.23754701654568192;0.21484653291742042;0.22220535872803124;0.23535443807983175;0.2143199099187669;0.21992044196604418;0.23534056752793783;0.2143048520959545;0.21932342671623245
7.710811373493975;0.24185475325751524;0.2150063747667969;0.2236995948343778;0.2396678384028249;0.21446306193286302;0.22116944170346836;0.2396664188952367;0.21444727131255314;0.22046106317224434
8.995946602409639;0.24616259785078642;0.21516630084317556;0.2252015507267881;0.2439814292501306;0.21460623271557988;0.2224185520788514;0.24399271453099433;0.21458971544754038;0.22159879888827883
10.2810818313253;0.2504705513578991;0.21532631183514261;0.22671129055723607;0.24829521308297145;0.21474942229660562;0.22366777327068885;0.2483194632208151;0.21473218453665113;0.22273663400839908
11.566217060240962;0.2547786148245779;0.21548640843899441;0.22822887919783597;0.25260919240535007;0.2148926307056919;0.22491710545786053;0.25264667398399854;0.21487467861568926;0.22387456867694736
12.851352289156624;0.2590867893100851;0.2156465913588461;0.22975438225099945;0.25692336976498253;0.21503585797265357;0.22616654881963136;0.25697435608136243;0.21501719772052752;0.22501260303854556
14.136487518072288;0.26339507588744;0.2158068613067423;0.23128786605976548;0.2612377477542574;0.21517910412736924;0.2274161035356524;0.2613025190233819;0.2151597418871077;0.22615073723809562
15.42162274698795;0.26770347564364305;0.2159672190027697;0.23282939771830594;0.26555232901121884;0.21532236919978123;0.22866576978596218;0.2656311725786611;0.21530231115144097;0.22728897142078072
16.70675797590361;0.27201198967990475;0.216127665175171;0.2343790450826106;0.2698671162205768;0.21546565321989583;0.22991554775098755;0.2699603267827511;0.2154449055496078;0.2284273057320654
17.991893204819277;0.27632061911187916;0.2162882005604615;0.23593687678135553;0.27418211211474414;0.21560895621778342;0.23116543761154462;0.2742899919473315;0.21558752511775842;0.22956574031769678
19.277028433734937;0.2806293650699008;0.21644882590354741;0.23750296222695746;0.27849731947490053;0.21575227822357862;0.23241543954883992;0.2786201786697753;0.21573016989211266;0.2307042753237048
20.5621636626506;0.2849382286992277;0.21660954195784612;0.23907737162681947;0.28281274113208593;0.2158956192674807;0.23366555374447162;0.2829508978431121;0.21587283990896047;0.2318429108964031
21.84729889156626;0.28924721116028845;0.21677034948540858;0.24066017599477002;0.28712837996832374;0.21603897937975328;0.2349157803804302;0.28728216066641254;0.21601553520466182;0.23298164718238976
23.132434120481925;0.2935563136289349;0.21693124925704385;0.24225144716270094;0.29144423891777343;0.216182358590725;0.2361661196391;0.2916139786556132;0.21615825581564693;0.23412048432854798
24.41756934939759;0.29786553729669873;0.21709224205244598;0.24385125779240735;0.29576032096791555;0.21632575693078937;0.23741657170325975;0.29594636365480376;0.21630100177841657;0.23525942248204662
25.70270457831325;0.302174883371054;0.21725332866032282;0.24545968138763377;0.3000766291607687;0.2164691744304052;0.23866713675608414;0.3002793278480006;0.216443773129542;0.23639846179034096
26.987839807228912;0.30648435307568556;0.21741450987852698;0.24707679230633084;0.3043931665941402;0.21661261112009642;0.23991781498114448;0.30461288377143114;0.21658656990566544;0.23753760240117364
28.272975036144576;0.31079394765076135;0.21757578651418968;0.24870266577312716;0.30870993642291134;0.21675606703045258;0.24116860656241007;0.3089470443263539;0.2167293921434999;0.2386768444625749
29.55811026506024;0.3151036683532116;0.21773715938385627;0.25033737789202004;0.31302694186035807;0.21689954219212904;0.2424195116842492;0.31328182279244376;0.21687223987982962;0.2398161881228638
30.8432454939759;0.3194135164570128;0.21789862931362464;0.2519810056592901;0.317344186179509;0.21704303663584668;0.24367053053142998;0.3176172328417697;0.21701511315151023;0.24095563353064836
32.12838072289156;0.3237234932534784;0.21806019713928557;0.25363362697664443;0.3216616727145408;0.2171865503923928;0.24492166328912196;0.3219532885533971;0.2171580119954687;0.2420951808348269
33.41351595180722;0.32803360005155424;0.21822186370646632;0.25529532066459243;0.32597940486221383;0.21733008349262067;0.24617291014289666;0.3262900044286468;0.21730093644870374;0.24323483018458814
34.698651180722884;0.33234383817812124;0.21838362987077597;0.2569661664760602;0.33029738608334724;0.21747363596745012;0.247424271278729;0.3306273954070464;0.21744388654828586;0.24437458172941232
35.983786409638554;0.3366542089783037;0.21854549649795385;0.2586462451102471;0.3346156199043374;0.21761720784786737;0.24867574688299834;0.3349654768830091;0.21758686233135766;0.24551443561907174
37.26892163855422;0.34096471381578425;0.21870746446402045;0.2603356382267313;0.3389341099187178;0.2177607991649255;0.24992733714248938;0.3393042647232817;0.21772986383513374;0.24665439200363146
38.554056867469875;0.34527535407312476;0.21886953465543105;0.262034428459827;0.3432528597887662;0.21790440994974458;0.25117904224439364;0.3436437752851998;0.21787289109690128;0.24779445103345019
39.83919209638554;0.3495861311520951;0.2190317079692323;0.26374269943320183;0.34757187324715555;0.21804804023351174;0.2524308623763102;0.347984025435799;0.21801594415401981;0.2489346128591808
41.1243273253012;0.35389704647400716;0.21919398531322115;0.26546053577475653;0.351891154098655;0.21819169004748135;0.2536827977262469;0.3523250325718238;0.2181590230439217;0.2500748776317711
42.40946255421686;0.35820810148005805;0.2193563676061074;0.2671880231317759;0.3562107062218789;0.2183353594229754;0.25493484848262177;0.3566668146406883;0.2183021278041122;0.2512152455024646
43.69459778313252;0.36251929763167806;0.2195188557776783;0.2689252481863529;0.3605305335710871;0.21847904839138346;0.2561870148342638;0.3610093901624393;0.21844525847216956;0.2523557166228013
44.979733012048186;0.3668306364108878;0.2196814507689672;0.2706722986710957;0.3648506401780398;0.21862275698416286;0.2574392969704139;0.3653527782527797;0.21858841508574528;0.2534962911446182
